,Semáforo Riesgo,Ticker,Fuente,Mínimo,Máximo,Actual,% Subida a Máx,País,PEG Ratio,P/E Ratio,P/B Ratio,ROE,ROIC,FCF Yield,Debt/Equity,EV/EBITDA,Dividend Yield,Beta,Contexto
136,VERDE,MARUTI.NS,Yahoo Finance,819.49,13495.6,12482,8.12,India,-27.51,27.508196,4.1390433,0.15945,0.07353,0.38,0.09,19.033,1.08,0.235,"Maruti Suzuki India Limited se involucra en la fabricación, compra y venta de vehículos automotores, componentes y repuestos principalmente en la India. La compañía ofrece vehículos de pasajeros, vehículos utilitarios y vehículos multipropósito. También participa en la facilitación de las ventas de automóviles de propiedad de propiedad, gestión de flotas y actividades de financiamiento de automóviles. Además, la compañía ofrece productos y servicios de la escuela de manejo, accesorios, seguros y financiamiento. También exporta sus productos a México, Chile, Arabia Saudita, Sudáfrica, Filipinas e internacionalmente. La compañía fue conocida anteriormente como Maruti Udyog Limited y cambió su nombre a Maruti Suzuki India Limited en septiembre de 2007. Maruti Suzuki India Limited se incorporó en 1981 y tiene su sede en Nueva Delhi, India. Maruti Suzuki India Limited opera como subsidiaria de Suzuki Motor Corporation."
99,VERDE,BABA,Yahoo Finance,55.42,306.28,131.65,132.64,China,0.08,19.346153,0.30818012,0.102740005,0.0504,30.27,24.142,12.298,1.52,0.237,"Alibaba Group Holding Limited, a través de sus subsidiarias, proporciona infraestructura tecnológica y alcance de marketing para ayudar a comerciantes, marcas, minoristas y otras empresas a interactuar con sus usuarios y clientes en la República Popular de China e internacionalmente. La compañía opera a través de siete segmentos: China Commerce, International Commerce, Local Consumer Services, Cainiao, Cloud, Digital Media and Entertainment, e Iniciativas de innovación y otros. Opera Taobao y Tmall, que son plataformas minoristas digitales; Alimama, una plataforma de monetización patentada; 1688.com y Alibaba.com, que son mercados mayoristas en línea; Aliexpress, un mercado minorista; Lazada, Trendyol y Daraz que son plataformas de comercio electrónico; Freshippo, una plataforma minorista para comestibles y productos frescos; y Tmall Global, una plataforma de comercio electrónico de importación. La compañía también opera la plataforma de servicios logísticos de la red Cainiao; Ele.me, una plataforma de entrega a pedido y servicios locales; Koubei, una plataforma de Guía de Servicios Locales y Restaurante; y Fliggy, una plataforma de viaje en línea. Además, ofrece servicios de marketing de pago por rendimiento, alimentación y exhibición; y Taobao Ad Network e Exchange, un intercambio de marketing de ofertas en línea en tiempo real. Además, la compañía proporciona servicios elásticos de computación, almacenamiento, red, seguridad, base de datos, big data e IoT; y hardware, licencia de software, instalación de software y servicios de desarrollo y mantenimiento de aplicaciones. Además, opera YouKu, una plataforma de video en línea; Quark, una plataforma para la búsqueda, almacenamiento y consumo de información; Alibaba Pictures y otras plataformas de contenido que proporcionan videos en línea, películas, eventos en vivo, noticias, literatura, música y otros; AMAP, un mapa digital móvil, navegación y aplicación de información de tráfico en tiempo real; Dingtalk, una aplicación móvil de eficiencia comercial; Tmall Genie Smart Speaker; y Qwen, un chatbot de inteligencia artificial. La compañía se incorporó en 1999 y tiene su sede en Hangzhou, la República Popular de China."
30,VERDE,RADL3.SA,Yahoo Finance,1.36,29.64,16.2,82.95,Brazil,-1.67,21.197184,3.9751718,0.18677999,0.06762,5.28,118.728,11.424,1.94,0.238,"Raia Drogasil S.A. se involucra en la venta minorista de medicamentos, perfumería, productos de cuidado personal y belleza, cosméticos, dermocosméticos y medicamentos especializados en Brasil. Venta sus productos a través de tiendas, telesales y centros de llamadas en los estados de São Paulo, Tocantins y Pernambuco. La compañía fue fundada en 1905 y tiene su sede en São Paulo, Brasil."
113,VERDE,EDU,Yahoo Finance,8.52,194.85,48.94,298.14,China,217.74,21.773914,2.1912055,0.09676,0.03821,4.84,18.58,139.517,,0.245,"New Oriental Education & Technology Group Inc. ofrece servicios educativos privados bajo la nueva marca oriental en la República Popular de China. La compañía opera a través de cuatro segmentos: servicios educativos y cursos de preparación de pruebas; Educación en línea y otros servicios; Servicios de consultoría de estudio en el extranjero; y materiales educativos y distribución. Ofrece cursos de preparación de exámenes para estudiantes que toman exámenes de idioma e ingreso utilizados por las instituciones educativas en los Estados Unidos, los países de la Commonwealth y la República Popular de China. La compañía también ofrece cursos de tutoría no académica; Sistemas y dispositivos de aprendizaje inteligente para ofrecer una experiencia de aprendizaje digital para los estudiantes; y servicios de consultoría de estudios en el extranjero. Además, ofrece servicios de educación en línea a través de la plataforma Koolearn.com. Además, la compañía desarrolla y edita materiales educativos para la capacitación del idioma y la preparación de pruebas. Además, ofrece programas educativos, servicios y productos a estudiantes a través de las escuelas; centros de aprendizaje; y librerías, así como a través de sus plataformas de aprendizaje en línea. La compañía fue fundada en 1993 y tiene su sede en Beijing, la República Popular de China."
110,VERDE,YUMC,Yahoo Finance,22.4,66.33,46.09,43.92,China,11.48,19.523012,3.0332184,0.15138,0.06901,3.35,36.885,10.799,2.08,0.262,"Yum China Holdings, Inc. posee, opera y franquicia restaurantes en la República Popular de China. La compañía opera a través de KFC, Pizza Hut y todos los demás segmentos. Opera restaurantes bajo los conceptos KFC, Pizza Hut, Taco Bell, Lavazza, Little Sheep y Huang Ji Huang. La compañía también opera V-Gold Mall, una plataforma móvil de comercio electrónico para vender productos; y ofrece servicios de entrega de alimentos en línea. Yum China Holdings, Inc. fue fundada en 1987 y tiene su sede en Shanghai, la República Popular de China."
85,VERDE,SHEL,Yahoo Finance,17.93,73.29,67.61,8.4,United Kingdom,-0.44,15.288812,2.2530448,0.07565,0.051680002,13.46,42.349,8.768,4.24,0.288,"Shell PLC opera como una compañía energética y petroquímica Europa, Asia, Oceanía, África, Estados Unidos y otras Américas. Funciona a través de gas integrado; Río arriba; Marketing; Químicos y productos; y segmentos de renovaciones y soluciones de energía. La compañía explora y extrae gas natural para producir gas natural licuado o convertirse en productos de gas a líquidos; explora y extrae líquidos de petróleo crudo y gas natural; y opera infraestructura aguas arriba y intermedia para entregar gas al mercado. También participa en los suministros de marketing combustibles y lubricantes para las industrias de transporte, fabricación, minería, generación de energía, agricultura y construcción; Opera la carga de vehículos eléctricos y la venta minorista de conveniencia; convertir el petróleo crudo y otras materias primas en productos para hogares, industria y transporte; Comercio de petróleo crudo, productos de petróleo y petroquímicos; y actividades de arena de aceite. Además, la compañía genera, mercado y cotiza la energía por el gas eólico, solar y tuberías; producción de hidrógeno y marketing; Centro comercial de captura y almacenamiento de carbono; créditos de carbono y soluciones basadas en la naturaleza; y proporciona camiones de FNG de servicio pesado. Además, ofrece productos químicos base, que incluyen etileno, propileno y aromáticos, así como productos químicos intermedios, como monómero de estireno, óxido de propileno, solventes, alfa olefinas lineales, alcoholes detergentes, óxido de etileno, etileno glicol y polietileno. La compañía fue conocida anteriormente como Royal Dutch Shell Plc y cambió su nombre a Shell PLC en enero de 2022. Shell PLC fue fundada en 1897 y tiene su sede en Londres, el Reino Unido."
18,VERDE,VALO.BA,Yahoo Finance,0.47,459.5,311,47.75,Argentina,-0.22,12.5395565,1.9477248,0.15321,0.01158,,,,7.49,0.297,"Banco de Valores S.A. proporciona varios productos y servicios financieros en Argentina. La compañía ofrece fideicomisos financieros y no financieros; acciones y emisión de deuda; fondos mutuos; y servicios de calificación. Banco de Valores S.A. se incorporó en 1977 y tiene su sede en Buenos Aires, Argentina."
52,VERDE,IAM.SN,Yahoo Finance,216.25,880,875,0.57,Chile,-1.28,14.439306,0.95137465,0.09008,0.05051,4.44,85.347,8.68,4.81,0.324,"Inversiones Aguas Metropolitanas S.A., a través de sus subsidiarias, se involucra en el negocio de saneamiento en Chile. Funciona a través de segmentos de agua y no agua. El segmento de servicios de agua produce y distribuye agua potable; y recoge y trata el agua de aguas residuales. El segmento que no es de agua está involucrado en el análisis ambiental; tratamiento de desechos industriales líquidos; servicios integrales de ingeniería; y la venta de servicios sanitarios, proyectos de energía y biogás. Brinda servicios de saneamiento a clientes residenciales, comerciales e industriales. La compañía se incorporó en 1999 y tiene su sede en Las Condes, Chile. Inversiones Aguas Metropolitanas S.A. opera como una subsidiaria de Suez Inversiones Aguas del Gran Santiago Limitada."
20,VERDE,PETR4.SA,Yahoo Finance,1.55,38.11,32.13,18.62,Brazil,0.17,8.386843,1.0377052,0.12019,0.086969994,23.86,93.137,3.731,22.14,0.331,"Petróleo Brasileiro S.A. - Petrobras explora, produce y vende petróleo y gas en Brasil e internacionalmente. La compañía opera a través de tres segmentos: exploración y producción; Refinación, transporte y marketing; y gas y potencia. El segmento de exploración y producción explora, desarrolla y produce petróleo crudo, líquidos de gas natural y gas natural principalmente para suministros a las refinerías nacionales. El segmento de refinación, transporte y marketing se involucra en la refinación, logística, transporte, adquisición y exportaciones de petróleo crudo; y la producción de fertilizantes, así como la celebración de intereses en las compañías petroquímicas. El segmento de gas y energía está involucrado en la logística y el comercio de gas natural y electricidad; transporte y comercio de GNL; generación de electricidad a través de plantas de energía termoeléctrica; negocios de energía renovable; servicios bajos en carbono; y negocios de procesamiento de gas natural, así como la producción de biodiesel y sus coproductos. La compañía también se dedica a prospectos, perforaciones, refinamiento, procesamiento, comercio y transporte de petróleo crudo para producir campos petroleros en tierra y en alta mar, y lutitas u otras rocas, así como productos de petróleo, gas natural y otros hidrocarburos líquidos. Además, se involucra en investigación, desarrollo, producción, transporte, distribución y comercio de energía. La compañía fue incorporada en 1953 y tiene su sede en Río de Janeiro, Brasil."
22,VERDE,ITUB4.SA,Yahoo Finance,7.92,37.23,36.93,0.81,Brazil,1.38,9.788918,1.9890627,0.21149,0.01582,,,,0.57,0.342,"Itaú Unibanco Holding S.A. proporciona varios productos y servicios financieros a clientes personales y corporativos en Brasil e internacionalmente. Opera a través de tres segmentos: banca minorista, banca mayorista y actividades con la corporación Market +. La compañía ofrece una cuenta corriente; préstamos; Tarjetas de crédito y débito; servicios de inversión y banca comercial; Servicios de préstamos y financiamiento inmobiliarios; aviso económico, financiero y de corretaje; y servicios de arrendamiento y divisas. La compañía también ofrece productos de seguro no de vida que cubren pérdidas, daños o responsabilidades para objetos o personas, así como productos de seguro de vida que cubren la muerte y los accidentes personales. Sirve a clientes minoristas, titulares de cuentas y que no tienen cuenta, individuos y entidades legales, clientes de altos ingresos, microempresas y pequeñas empresas, así como compañías de mercado medio y clientes institucionales de alto patrimonio neto. La compañía fue conocida anteriormente como Itaú Unibanco Banco Múltiplo S.A. y cambió su nombre a Itaú Unibanco Holding S.A. en abril de 2009. La compañía fue incorporada en 1924 y tiene su sede en São Paulo, Brasil. Itaú Unibanco Holding S.A. es una subsidiaria de IUPAR - Itaú Unibanco participações S.A."
